comment,rating
Nobody wants to see animal cruelty on screen. Marvel missed the idea completely and is officially ideologically and morally bankrupt. The story is fantastic but the writing and editing are lacking. They try to tear you out of horribly traumatic moments with levity and laughs. It is emotionally manipulative and all over the place. I encourage everyone to think for more than two seconds about you just watched. Think about the torture you had to endure with the characters and reclaim the narrative of emotions marvel tries to get you to feel. There are so many things that Marvel could have done to make it better. Don't be blinded by quick editing and instead understand that they are just capitalizing on your emotions.,0
"I'm seeing mostly glowing reviews and I think I may have seen a different movie. This was a loud, annoying, confused movie. It couldn't get out of it's own way. Somehow dark and cutesy at the same time. Adam Warlock was unnecessary to the story and poorly written. Many of the main characters are at death's door on many occasions with no consequences. Multiple fight scenes involving every character so you can't tell what's happening. Drax and Mantis' banter is mostly just obnoxious. They're like kids you just want to smack the whole time. Nebula just yells at everybody for 2 and a half hours. The High Evelutionary is way too over the top to the point where he's mostly just distracting. There were audible groans in the theater when Kraglin sees Yondu during the big battle.

There were positives, too. The flashbacks of Rocket were well done and moving. The FX were mostly great. Some of the songs were great songs and fit well in the movie. Some of the banter was funny. There was just way too much.",0
"It had some great moments. It started very strong and got me excited for the rest of the movie. Unfortunately I was let down. The positives of this movie kept me from going to the bathroom for the duration of its 2:30 run time. Rockets backstory was heartfelt and emotional. I really grew to love his character even more than I did. I didn't care much for Rocket before Endgame, but that movie helped to solidify his place in my heart as one of my favorites, and this movie only furthered that love for the character and I truly hope to see more of him. There was an amazing fight scene with interesting camera angles, cgi that didn't look like cgi on the big screen, and it made me go ""oooooh"" and laugh out loud a couple of times. Other than that this movie sucked. When it comes to group movies I always compare it to Ghostbusters. I know that's a high bar to hit but hear me out. Take into account the remake. Every character tried to be Bill Murray but failed horribly, and that's the problem with Marvel movies now. Every main character has to be the comic relief. They all have to have the same type of humor. Every single main character was trying to be funny and came off as dumb. They all got slimed and the theater was silent. Sure it is the best marvel movie of the year but that bar has dropped severely low recently. The last decent marvel movie was Black Panther 2. I wasn't a fan of the first one but I loved the 2nd and am very sad I missed it in theaters. I put it up against Endgame for quality. I dont expect Endgame quality everytime but atleast do all the hard work and years of build up justice. As a finale to the Guardians franchise, this was a disappointment. As a marvel movie, it hit the bar that's been set by the majority of the movies in the last few phases. If you can wait, watch it on Disney plus I mean you already pay for it.",0
"When it came out in 2014, ""Guardians of the Galaxy"" far exceeded most people's expectations. Don't get me wrong, it's not an earth-shattering masterpiece by any means, but its clever humor, endearing camaraderie between its quirky heroes, entertaining use of 80s music, and uniqueness compared to other Marvel films made it a breath of fresh air that many people really enjoyed. The second film was not as good as the first, but still enjoyable enough. Unfortunately, the third film is very disjointed and lacks any semblance of a compelling overarching story to really work. While devoted Marvel fans will probably enjoy it more than I did, I view the film as overall further evidence of the MCU's decline in quality since the Infinity Saga.

In this film, the Guardians have to embark on a mission to protect (an injured) Rocket Raccoon from an evil villain, the High Evolutionary. The film alternates between garden-variety CGI/action setpieces and some surprisingly dark flashbacks to Rocket Raccoon's earlier life. Some viewers will be surprised by these flashbacks and find them to be more disturbing than they would expect from a ""Guardians"" movie. I do not think these scenes push the boundaries of the PG-13 rating (""The Batman,"" for example, contains scenes far more disturbing and graphic,) but parents bringing younger children starting to watch Marvel movies should note that their children could find them upsetting. The juxtaposition between the lighter humor and fun of the Guardians and these more tragic, trauma-based moments does not exactly work very well, since the plot is not compelling enough overall to justify the continued plot progression on both ends. The film's overall story is very generic and forgettable, and significant portions of the film feel surprisingly rather pointless in contributing to the such story. These concerns are intensified by the fact that the third act is pretty weak, and the first two acts don't really build up to it much.

The writing and humor are much weaker than the previous two ""Guardians"" films, especially the first one. The comedy here feels surprisingly forced and lazy, rather than genuine and clever. Additionally, at two and a half hours (longer than both of the first two films,) the film's runtime really does overstay its welcome, especially given the relative lack of a consistently compelling plot--or even significant attempts at plot structure. The film still has some mildly entertaining set pieces and a great soundtrack, so it's not a total misfire by any means, but it's very disappointing compared to the previous two ""Guardians of the Galaxy"" films--especially considering how much less than the sum of its parts this film feels. 5.5/10

Note: I saw an advance screening of the film in IMAX. The picture and sound quality were very good on the IMAX screen, and the film seemed to use the IMAX-expanded aspect ratio for nearly all of its running time.",0
"I'm not quite sure how a franchise that has knocked it out of the park to date (with one exception) could've messed up the formula this badly.

Maybe I should've paid more attention to the writing on the wall after that one Christmas Special miss, but I just assumed that project was an easy paycheck and not a directional change.

GotG3 starts weirdly and is super choppy throughout. On paper, the High Evolutionary storyline should've worked, but they spend far too much time away from it. The way they shoehorned Adam Warlock into the movie was almost criminal for a character that important.

There's a lot more, but I don't want to accidentally do a spoiler review.

It wasn't bad. But the flaws are so hard to ignore that I left the theater disappointed. If you're being honest, you did to.",0
"I've been a long-time fan of James Gunn, I always found that Guardians of The Galaxy was one of the better Marvel series, but with each film, I find that the quality goes down and down. This third film is no exception. There are some really strong moments but ultimately this film is the least funny, out of the trilogy, fails at being effectively serious, and feels more like an in-between film rather than a conclusive end to a trilogy. We learn more about Rocket's backstory, things we already knew, and the characters are set up for future films/Shows. That's all you get from the film. It Sucks.",0
"This was pretty disappointing as I loved the first Guardians movie (and enjoyed the second one). It just felt like a bit of a mess, and the acting and dialogue was not as good as the earlier MCU films.

Overall it was enjoyable and the 150 minutes passed relatively quickly, but way too much CGI for me and every time I started getting into it, I found myself snapped out of it by a corny line.

One of the biggest issues with it is that the ""grown up"" Rocket was largely absent from the movie and instead the character appeared though a highly disturbing yet at the same time saccharine back story.

Even the soundtrack seemed all over the place. It includes a couple of real gems (from Faith No More and Beastie Boys in particular) but there didn't seem to be a any time period or genre which linked all the tunes together. Maybe that's the point, but it felt a bit like Quill had left his iPod on shuffle.",1
"Speeding up an action sequence until it is a blur doesn't make it more exciting. Louder isn't better and it doesn't add to the story or experience. The story isn't bad but it is held back with the modern Marvel Studios decisions to make every battle more 'epic' than the last. More people, faster spinning, louder noise and rinse and repeat with 10% more for each battle. Acting was alright, story was alright, soundtrack was solid enough, designs were good but sped up to blur and volume raised to pounding distracted rather than complemented. I wish I could have seen more of the details in the world but sped up to fast and it was all a blur.",1
"I loved the first GotG, and enjoyed Vol. 2 a lot. For me they were original, quirky, funny films with an awesome soundtrack, great action sequences and a real feel-good factor to them.

This third instalment attempts to carry some of those traits over, but it also wants to be a serious, emotional film as it works its way through Rocket's tortuous back story. These two opposing threads make for uncomfortable bedfellows, and it hits from the very start of the movie. Any anticipation I felt for the film dissipated rapidly in the first 10 very depressing minutes, and I struggled to regain much enthusiasm for it. Perhaps this was an inevitable consequence following the events of the last Avengers movie, but even so I didn't feel it was handled all that well.

This was despite a pretty engaging revenge plot and a compelling and superbly portrayed primary antagonist. Adam Warlock was a welcome if somewhat underexplored addition to the cast, and a wide variety of imaginative and frequently grizzly selection of supporting characters were generally a bonus.

In fact it was the Guardians themselves who disappointed. Rocket and Star-Lord were largely humourless throughout. The three female guardians, including - strangely - Mantis, melded into the same universally angry, shouty character. Only Drax seemed to me to add value, as he was both funny and had a nice bit of character development rolled into it.

All in all, though this wasn't a bad film, it wasn't the film I was hoping it would be.",1
"Good to get some serious back story regarding Rocket, but the rest of the film was rather weak.

Much of the comedy seemed forced and insincere, and an overall plot being too predictable and forgettable. It would have benefitted from some better editing, there were just too many scenes that seemed to go on for too long and with no real meaning.

Seeing the graphic detail of Rocket's earlier abuse and mistreatment may not go well with children expecting a more fun creature depicted in the earlier films. This mix of the more dark look into life did not blend well with the often excessive lightheartedness in other parts of the film.

The first film in the series, great fun; the second, all right; this, definitely a 'could do better' score.",1
"The first Guardians of the Galaxy really surprised me and I loved the movie (so much it was my top favourite Marvel until No Way Home), and the second wasn't as great but still enjoyed it. This one made me feel.... Really let down and wanting more.

I did enjoy the more serious tone in parts - especially how Quill felt more like an anti-hero and hardened from all his losses, Nebula and Rocket were very well written, and how it felt like genuine closure for many of the characters stories, but for me that was kind of it.

First it felt like the characters, specially Drax/Nebula/Mantis didn't like each other for most of the film (which was strange as the whole thing is set up to be protecting one of their own) and Adam Warlock was SUPER underwhelming - really felt more his whole point of existence was to save Quill in the end. And I get they wanted to make Drax more of a parent in this film, but I felt like Gamora in the sense they wanted the old Drax gone and made him knew to the point he's a whole new character. I'm also not sure how to feel about Gamora's plot; I liked her roughness but also felt she was too angsty and didn't like anyone; but also Quill felt a little similar to that in Guardians 1, so maybe to show how the ravagers affected them and their childhood traumas.

The humour was definitely different too, but was unsure how much of it was genuinely funny or not. Also the amount of fake out deaths (like seriously both Drax and Nebula should have died more than once but are miraculously healed scenes later) was really strange, cause James Gunn is a great writer where that isn't needed. The soundtrack was good for the most part, but where in between kidnapping Kevin Bacon and Tony Stark's funeral did Quill learn about ""Creep"" but more importantly ""The Dog Days are Over""? Do not get me wrong I adore both Radiohead and Florence Welsh but it felt like my own spotify shuffle going from 90's to 70's to 80's to 2000's....

I will say too - the multiple shots of animal abuse was definitely not needed. I get Rocket had a super traumatic upbringing, but seeing animals with robotic parts or destroyed in a chamber felt very excessive. IDK why we needed about 5 different flashbacks of it but I genuinely felt like I couldn't sit through the rest of the movie after the 2nd scene. I think it should be more discussed in reviews that happens as it can be triggering for young kids and even some adults.",1
"Guardians 3 is not what I has hoping for; that isn't to say it's a terrible film or that some people won't love it, but I imagine that it will be somewhat divisive in how audiences take to the new direction this film goes in.

First off is it full of the social politics that Disney has become infamous for? Not really, unless you count Disney's continued quest to avoid depicting happy heterosexual relationships. Will you like it? Depends on what you are looking for. If you want something like the first two, ie a comedic film with serious moments, then you'll likely be disappointed, as this is a serious movie with comedic moments.

And make no mistakes, this is a serious movie. Not only is it the darkest Guardians movie by far, it's arguably the darkest MCU film to date. Rocket's backstory especially feels so manipulative in its melodrama that it comes dangerously close to misery porn, as though Gunn and crew sat around the writers' room constantly asking, ""how can we make this more depressing?"" The film gets so grim at parts that when the series trademark humor shows up, rather than lightening the mood it instead feels out of place and tonally inconsistent.

Another note on the grim dark nature of the film is that even though it's still rated PG-13, it skirts closer to an R rating than any other MCU film so far. While not overly gratuitous, there some moments of genuine brutal violence that were kind of surprising. And it's the first MCU film to drop an F-bomb. I honestly think a lot of parents are gonna be taken aback by just what a different kind of film this was compared to the other two.

The pace of the film is either good or bad depending on your personal view; long story short it is a very fast paced movie. The kind of JJ Abrams break neck pace that never lets the audience stop and mull over anything that happens, it's always moving forward. Yet, despite that I still felt the movie was about 15-20 minutes longer than it needed to be. Not every movie needs to have an epic length run time.

My biggest issue with the film though was the ending; rather than the satisfying conclusions to the other films this one just kind of peeters out at the end with no real sense of closure. Which is bizarre given that this is supposed to be the final film with the OG cast and crew. This feels less like a series finale and more like a season finale, with everyone set to start up again in the future should the money be good enough.

So what did I like? The cast is great as usual, these people clearly enjoy working with each other and they are charming to watch together. The FX, while not amazing, are better than any recent MCU film and the action scenes are pretty great. Probably my favorite part was the the High Observer. Unlike many recent Disney projects where there are no bad guys/gals, just misunderstood anti-heroes, the villain here is unmitigatedly evil and that makes him feel much more threatening than any MCU baddie in recent memory.

In the end this isn't a bad movie, but it's not a great one either. It's easily the worst Guardians film, but is still leagues better than any other phase 4/5 MCU film with the exception of 'No Way Home'. If you love the series then maybe check it out, but be warned that it's a very different beast that what you've likely come to expect.",1
"I am disappointed. Although Guardians 3 is not a bad movie per se, it is definetly the worst of the three.

All the sillyness and light hearted jokes of the first two installments seemed just forced: The characters used to argue a lot in the previous movies too, but here the arguments seem more serious and sometimes the friendship actually looks damaged. Rocket gets the spotlight, but most of the background story is simply too dark. I wanted to watch the movie with my kids, but this is not a kids movie. The first two were kind of violent too, but not in this grim, dark and desperate way.

Nebula does not seem to fit in the crew, Drax does not do much at all, Groot seems strangely hallow and 'unfinished', only Starlord and Gomorra have a somewhat interesting tension. Both the adult groot and baby groot from 1 and 2 had something going on, young Groot here seems to lack any personality. The writers did not know how to use this character. The actors sometimes played as if it was the last day before summer vacation - just get it done and forget about it.

I always liked the family and friendship aspect of the first two, because it was somewhat ridiculed by the characters themselfs (""5 idiots standing in a circle"" from the first, or ""that unsaid thing"" between Gomorra and Starlord or Drax being gentle to Baby-Groot at the end of part 2), but here it's not embedded in the actions anymore. It has to be said, over and over again.

For a Grand Finale it often feels too complex, too empty and too forced. Was it a bad movie - no, probably not, but it was for sure not up there with the other two. I will probably re-watch it in a couple of years, hopefully I like it more then. (""Endgame"" also grew on me, so there is hope.)

It also sucks that there are so many fake ratings on IMDB, some even don't try to hide it.",1
"I wish I could un-see this movie. It was much darker than I have come to expect from MCU movies, especially with regards to animals. The film gives a traumatizing backstory for Rocket, which includes many, many scenes of terrified baby animals and horrific animal experimentation. I don't ever cry in movies, and I sobbed through this one... and not in a good way. The film also contains troubling shots of innocent people being hurt or killed (which is sometimes implied in other films, but not typically shown in such an awful, direct manner). None of the ""good parts"" are enough to redeem what I was forced to watch. I would definitely not recommend it for kids.",0
"I am sincerely surprised seeing all those good reviews . Honnestly it was bad. I didn't hear a single laugh for the whole movie, no ""wow"". It was dead silent. Saw couple of folks leaving.

The funniest character of the guardians was there all along, but he was almost dead except for the last 10 minutes. Not a single line, no action for Rocket. Except when they were digging in his past, when he wasn't really Rocket. And those parts were so cheesy i was pretty close to leave.

At least when Groot re-borned in the second movie it was funny seeing baby Groot. Here they left Rocket aside. It's like new guys wrote the script for this one cause it was completely different. It was a serious Guardian of the galaxy, no special bad-ass vibes we used to see.

10 the first, 8 for the second, and only 2 for this one.",0
"The miserable run from Marvel since EndGame has depressed our entire family. Dr Strange/Multiverse broke the camel's back. Surely, Guardians would be the shining light amidst the darkness. A brilliant cast with brilliant chemistry couldn't possibly go wrong. Wow. How wrong we were. The darkness, the unending anger across the board, even from the softer souls in 1&2. Child abduction, vivid animal cruelty, and two key characters omitted or morphed in such a way that the rest of the cast delivered banter with juddering effect. Heartbroken. Hopefully, like Star Wars, we will get a true, uplifting Finale2. The Guardians deserve it, and so do we.",0
"I loved the original: a pure gem of a film. While the second wasn't nearly as good, it is still rewatchable and that's not easy for a sequel. But this conclusion to the trilogy is bad on every level. How people who liked the previous films can gush over this one is simply beyond me. Lazy plotting. The soundtrack, while loaded with good songs, fails to deliver any emotional payoff. The humour consists of a few chuckles. Too many characters scream at each other. And the film just goes on and on. Gunn should have put the script through several revisions. Perhaps his mind was on the DC universe. It wasn't here.",0
"Marvel seems to be making contest for the ugliest world created in its movies. The world in the latest Ant Man looks like fungus under the microscope. While the world in this one is full of weird creatures that look like they were taken from this H. G. Wells book 'The Island of Dr Moreau'. The movie is weak. Definitely the weakest of all three Guardians of Galaxy movies. I guess it was supposed to be emotional. But it's not. It fails even there, because all these creatures are so grotesque. It still has good music though, but that's the only plus I can think of. Also, why is Gamora even there? She died god damn it. But sure, in sci - fi it's not a problem, let's just tell the viewers that the new Gamora is from the parallel universe. Of course I have nothing against Zoe Saldana. She's incredibly talented and so cute. But she shouldn't be there.

And of course this overblown 8,3 rating. No this, movie is not 8,3. It's not even 3. I don't know what is happening with Marvel but still not even one good movie since Avengers Infinity War / Endgame.",0
"Only those without a shred of feeling in their bodies are going to be able to enjoy Guardians of the Galaxy 3.

This film was brutal and dark. It needs trauma content warnings for people who cannot tolerate depictions of animal abuse even if cgi. To have been able to write such a narrative, let alone depict it the way they had, indicated a lack of empathy.

Spent portions of the film with my hands over my eyes rather than watching.

There were a few positive moments in the story but they were insufficient to redeem the film.

Not a saving grace but about as close to it as it comes is the soundtrack and the resolution of a couple of cross film story arcs.",0
"Just back from watching the new guardians movie in the cinema and quite frankly I'm shocked and disturbed at the amount of animal cruelty in this movie. It was disgusting. Thankfully my 11 year old opted to stay home for this cinema trip. It was just way too much, I'm really disappointed. What the hell Disney!?

More disturbing than some horror movies. Not suitable for kids at all.

The parts without animal abuse were ok, we laughed a few times but felt like crying more often than not.

Hopefully the true reviews shine through and Disney have a long hard look at themselves. It's a one time only watch for me unfortunately!",0
"First Guardians of the Galaxy was really the best of the 3. Second one wasn't so bad but this 3rd Guardians of the Galaxy is so bad, I wanted to leave just 10 minutes into the movie. The dialogues were so terrible, it bordered on lame and ""WTF!"" The story line was ok but still not enough for me to give this movie a higher rating.

Normally, I would tell people to wait for the movie to be shown on Disney+ or Netflix or wherever if I think the movie is not worth watching in theaters. In this case, I wouldn't recommend watching this movie in theaters or even on Disney+. It's just not worth it! Go watch some other movies.",0
"Having sat through some phase 4 films that failed to inspire... Guardians feels like a breath of fresh air. It's less a run of the mill superhero film and more a out of world space adventure handled with care by James Gunn.

At its heart, Guardians of the Galaxy: Volume 3 is a story about family, loss and technology all of which are prominent in today's zeitgeist. These themes sometimes cause you to forget that you are watching a Marvel movie. The movie's backstory is dark but it helps to hammer home the themes and the villain.

The universe is full of characters that are both weird (sometimes very weird) and unique when compared to the rest of the MCU. That's mostly a good thing. Despite the movie being dark at times, there is also a lot of humour which fits especially well with the Guardians of the Galaxy franchise when compared to other Marvel franchises. The action and of course the music was up to level we now expect from Guardians of the Galaxy movies. This is one of the better Post Endgame movies and a fitting end to the trilogy.",1
"Firstly Adam warlock's intro was marvelous, which made me hate Kang's depiction in Quantumania even more because Adam seems way more hardcore than Kang was shown(shown, not talked about). Same with the high evolutionary, they delivered on their reputation.

Now the movie as a whole, I loved even more. It's lively and emotional, alternates between the two and some times blends them. Serving as a farewell to a beloved band of misfits who became family, and I don't recall ever feeling this connected to their characters before. Rocket takes the spotlight but everybody else is great as well, both antagonist and protagonist.

Second half is chaotic, but I loved it. The movie in general is very emotional but packed with great action as well, with most of it in the last third of the movie. Adam warlock felt like a waste, he's portrayed as a really strong character yet felt like he's in the sidelines for the whole movie; just popping up here and there then disappears. He deserved a better character arc after his introduction, but hopefully we'll be seeing more of him. I thought the third act was predictable though, especially his and mantis's role in it, like ""oh mantis/warlock would be very convenient for this scenario"" and a few moments later he/she pops up.

I think the best quality is that it's one of the few superhero movies I felt invested in the characters in a while. The movie focuses on the emotional aspect of it more instead of the plot and looking cool, even though that's a prevalent theme of the movie. I wasn't expecting it to enjoy it as much despite looking forward to it, thought it'd be another case of superhero burnout. It's sad and well made farewell to the guardians of the galaxy... as we know them. Oh and I forgot to mention it's pretty funny.",1
"This is a fun and exciting space adventure that's elevated by the great heart and humor of its characters, especially Rocket. Throughout the movie, Rocket's character is at the core of the story, and his journey is one of the most interesting and impactful elements of the film.

The film features plenty of action and explosions, but at times it feels like there are too many of them. The plot also has a few flaws, with some of the storylines feeling rushed or underdeveloped. However, these issues are overshadowed by the film's strengths - and surprisingly dark themes.

This is a satisfying conclusion to the trilogy, delivering plenty of entertainment. While the film has a few flaws, it's still a fun and engaging, with Rocket standing out as the heart and soul of the movie.",1
"You have to stand up to the work that James Gunn has done with the guardians, not very well-known characters and risking everything to a film that in my opinion ended up being the best saga that marvel has given us in this universe, like the previous ones, it achieves an emotional, entertaining, funny and epic film with a worthy end to this trilogy. The movie is accompanied by some decent special effects, a good soundtrack, and an excellent selection of music that feels great when you're listening to it, I instantly connected with the movie minus the villain. A good Marvel movie was needed after such bad projects that had been released.",1
"Marvel cinematic universe has produced more than 30 movies and new projects may not please your eye anymore. In spite of being a part of this universe, ""Guardians of the Galaxy"" have always stood apart from the rest of superhero movies. It's because of the heartwarming atmosphere, amazing soundtrack, humor, ironic attitude of the characters and exciting space battles.

It is all the more surprising that the final part of the trilogy, directed by James Gann, turned out to be darker and more dramatic than expected. The film raised essential questions about the place of individuals in a huge evil world, the absurdity of the idea of an ideal society, and the importance of the life of every species as well. Even though the creators used obviously manipulative techniques to play on the emotions of the viewer, I would say that storyline of Rocket the Raccoon is the main advantage of the film and it really touches you. And I can't help saying that story wouldn't be so emotional and terrifying without an amazing voice acting cast.

However, the main theme of the third volume is definitely friendship. Star Lord is no longer the main character and Gann has focused on developing all the team characters.

The main cast, Dave Batista (Drax), Pom Klementieff (Mantis), and Karen Gillan (Nebula), got more screen time, and they performed brilliantly and look very harmonious. Above all, Chukwudi Iwuji was fantastic as the villain. The High Evolutionary, creating a new world inhabited by a perfect race, makes you hate him. Although he is absolutely disgusting because of his actions, he is still attractive at the same time. I could add him to the collection of the most unpleasant villains from the comics.

'Guardians' cause empathy and they sincerely please you with their appearance on the screen. The visual effects team did an amazing job bringing to life the fantastical universe. And what's more, the view of bio-structural planet was breathtaking and I felt like a child looking at the pictures in an anatomy book for the first time. The film ends very poetically with the song that opened the first film.

In my opinion, this is a very worthy conclusion to the story, the best film of the trilogy, and one of the best films of the Marvel Cinematic Universe.",1
"The ending to the guardians of the galaxy movies didn't miss action, comedy or romance. The way it played with the soundtrack was on another level. You'll notice it's filming techniques are up to date and the cgi had nothing to complain about, no goofy ahh MODOC cgi (quantumania) or scenes that looked like they were filmed on a blank green screen, it truely was a work of cinema and lacked nothing in this way. Although it was your typical villain from the past coming back for revenge, this story was probably the saddest marvel project to date and hit harder than I was expecting.

Watch this in the biggest screen you can, completely worth it.",1
"I was really hyped to watch this movie but also very sceptical. I was a follower of Marvel for quite a while but I fell out of love with Marvel for a while simply becuase the movies felt repetitive and basically just fodder for the universe. Enter Guardians of the Glaxay 3.

This movie was simply put just very fun to watch. The action is really good, the story is solid, the characters are still enjoyable (sometimes they drift a bit to the annoiyng side but they manage to balance it well enough so that you do not dislike anyone), the music is great, the villian is enjoyable and the ending is a nice ending of the triology.

If you have not watched it, then watch it. It is some damn good stuff.",1
"Why do I love guardians of the galaxy?

Because it makes me laugh and is very creative. This movie barely made me laugh and the crew was literally screaming at each other the entire time. The witty banter and teasing that was commonplace in the prior films has transformed into a hideous dialogue devoid of any soul. And this movie was insanely dark and gruesome beyond imagining. It just seems like every new movie has to be more screwed up, more EXTREME, more VIOLENT, more DRAMATIC instead of being creative in a new way. I went to this movie in hopes of some laughs and fun after a rough day. Instead this movie was like a star collapsed into a blackhole sucking itself inward with such a tremendous force that light can no longer escape. What an unfortunate trajectory hollywood has taken these days.",0
"What a dreadful dogs dinner of a movie this was - an hour too long, too much mawkish sentimentality, too many scenes where a character had to explain what was going to happen next, too much miraculous recovery from serious injury, etc. Then towards the end, when we'd been bombarded with an overdose of explosions and killing, pretty much all the characters started shouting at each other.

And why so many scenes that seemed to be written for five years olds followed by so many freakish almost nightmarish animal mutations? The film just became ever more ridiculous and stupid to the point where it was just plain irritating.

If this is the last one in the Guardian series then it's definitely one too many.",0
"As a big fun of Guardian franchise, I have to say this one is boring, annoying, and unnecessarily childish. I just wish to get out the theater halfway through the movie. Maybe the animal protection theme is the reason why it is rated so high. The movie can be easily made into a 90 minutes version. The constant shouting and anger serve no purpose but to annoy audiences. The comedy is at least two grades down from the previous series. To be fair, I think this one should be rated about the same as the latest Thor movie at around 6.5. But since so many people give such absurd high rating, I feel the need to balance it.",0
"I loved the first film. The second was not quite as good but enjoyable nonetheless. So I was looking forward to a lighthearted, action packed, humorous adventure with a great soundtrack. I was disappointed on all accounts.

The first hour of unnecessary gratuitous animal cruelty left me feeling physically sick. The story picked up in the second half. But this was no lighthearted feel good movie. It tugged on the emotions in a way that was extremely manipulative. Caged children. Vivisection. Mass genocide. This is a dark, dark movie.

Where were the classic hits? Where was the humour? Where was the feel good factor?

I regret watching it.",0
"The darkness in this movie is very clear. Animal cruelty, children in cages, and of course the line; ""there is no god"", from the main animal abuser. DO NOT bring your children to this movie. The message is very violent and diluted. The original characters (and unique guardians of the galaxy vibe) are lost in poor writing, the storyline was all over the place, and there was so much anger in the undertone of the ""family"" dynamic. The graphic violence towards animals was too much for kids; this is the stuff that subconsciously programs people with more fear and anger. We were left with a deep feeling of disgust after viewing. Please don't give them your money... we do not need this type of content in the world.",0
"I fear what the future of DC movies will be. If James Gunn does this to DC, then don't bother seeing any of the upcoming films. Too much CGI, too much goofiness, bad story. Rocket was the best part of the movie. I felt as if my time was stolen from me and I was misled by everyone who said this was a good movie. I don't understand why it's so hard to make a good film in this genre. So many of these titles have a long history of excellent stories but Hollywood types take them and try to put their own spin on them and ruin them. A good film requires more than a good sound track. If this is the future of the genre then it is on its way out.",0
"They say, if you've seen one Marvel movie, then you've seen them all.

Guardians Vol 3 adds absolutely nothing new to the superhero genre, it's dull and quite predictable from start to finish, albeit I walked out possibly 30 minutes before it ended.

The plot centers around Rocket, his origins and past. I found the whole story very dull for an adult, perhaps, kids between the ages of 4 and 8 could find it amusing. His past involving brotherly love to other animals being experimented on by an evil warlord was forced and dull.

So much melodrama added, they tried making us emotionally connected to the animals, which I didn't feel, i thought they were childish cartoon characters with no background or developed characters. The scene were they chose their names was supposed to be the high point where we identify with them and connect, for me, zero connection.

They then added a somewhat violent scene that enraged Rocket, probably for kids, its frightening, for adults was over dramatic.

The whole animal unite theme seemed forced.

Seemed like a movie called Cats and Dogs or G force.

They also tried to build other characters that i felt absolutely no connection with, namely the mohawk telepathy guy and the talking dog.

Some humorous scenes were actually funny but only a few. Special effects no longer matter after the hundreds of movies out there using CGI. Action was lame and because of the lack of stakes, there is no tension invested in the scene.

The villain is possibly the worst i've ever seen, one dimensional angry lord who doesn't like to be questioned, formulatic and copy paste from Disney villains.

For the first time ever, I walked out of a Marvel movie before it ended, i just couldn't tolerate the cringing script and dialogue, the excessive melodrama, the childish scenes and how predictable it was.

And yeah, they had to find a group of lost kids who were so annoying but required saving and hurray !!! We are all happy ,,add to that the long run time and i just couldn't sit through it all.

For some reasons, the writers and directors thought cute animals and kids will automatically trigger emotions in viewers, which i did not feel whatsoever.

Do yourselves a favor and skip this.",0
"The Guardians of the Galaxy franchise has always been a thrilling ride, filled with quirky humor, lovable characters, and stunning visuals. Unfortunately, ""Guardians of the Galaxy Vol. 3"" stumbles and falls short of its predecessors, delivering a muddled and poorly executed script that may only appeal to the youngest of viewers. Ultimately, ""Guardians of the Galaxy Vol. 3"" is a disappointing misfire, offering little more than surface-level enjoyment for kids who aren't as invested in the narrative. It's a far cry from the previous installments, which managed to strike a balance between lighthearted fun and compelling storytelling.",0
"This is a decent show, good performances all round. It is compelling viewing with a smart script.

However it is nowhere near as good as people claim. It is repetitive, not much changes over 4 seasons, mostly going in circles and coming back to the same themes. The main cast are all utterly hateful with no redeeming features meaning you don't particularly care about any of them. Some (Roman) you actively dislike, this may be indicative of a good performance but it means you actively root against him. If this is an accurate depiction of the lives of the super rich then it is a depressing outlook.

Some talk about the script but the swearing, whilst creative, doesn't hold a candle to The Thick of it.

For me the 4th season (and ending) has been massively overated. The compressed timeframe is an interesting idea but leads to episodes being quite dull in my opinion.",0
"It's not TV, it's HBO.

HBO has done it again. Succession is one of the most well written and well acted shows ever. Jesse Armstrong and Mark Mylod as the writer-director pair have created an unparalleled work of family drama/comedy. It unfolds as a great work of Greek tragedy.

The cast ensemble does a terrific job of bringing the characters to the screen. All these awful people portrayed so well by these bunch of actors. Kendall is the tragic antihero you root for. Roman is the fu*ked up boy who conceals his insecurities by making offensive jokes all the time. Then there is Siobhan, Connor, Logan, Tom, Gerri, Greg and so many more great characters; each having their distinct characteristics. Such well fleshed out characters!

This is the best show on television in the last decade or so. And worthy of being considered among the greatest shows of all time.",1
"My first impression about this show was that it's ok, or at least not a waste of time. I found it astonishing that a story filled with metaphors and delicately designed character dynamics alone provided me enough dopamine to watch the first two seasons. Succession did it all through a well-choreographed series of interactions and dialogues, not some intense visual effects, action scenes, criminal figures, or goofy comedy.

The last season turns a good show into a masterpiece. All episodes are jaw-dropping, and the breathtaking suspension didn't leave me until the last second. To fully understand and vibe with some episodes in the third season, it's worth watching the entire show.",1
